income,family_size,utility_bills_paid,loan_defaults,credit_history_years,suspicious_transactions,is_eligible,trust_score
33440,6,0,0,3,5,0,7.187999999999999
85408,1,0,0,4,0,0,77.08160000000001
38813,6,0,0,19,0,0,81.2626
43506,10,1,0,2,5,1,27.7012
59826,8,1,1,5,4,1,23.4652
27184,6,1,0,4,1,1,73.4368
86062,4,0,0,19,3,0,65.7124
82926,5,1,1,17,2,0,61.0852
37878,7,0,0,6,1,0,61.5756
93151,9,1,1,10,0,0,77.6302
25510,4,1,0,1,4,1,33.602000000000004
58612,2,0,0,3,3,0,31.2224
73161,5,1,0,6,2,0,78.6322
94182,4,1,0,15,5,0,63.3364
45487,4,1,0,20,0,1,100.0
34553,9,0,0,20,4,0,43.9106
32061,7,0,1,6,4,0,0.0
48801,2,1,1,20,5,1,32.7602
34875,2,0,0,4,1,0,55.975
93021,4,1,1,0,5,0,5.604199999999999
66645,8,1,0,11,3,1,68.82900000000001
55446,2,0,0,11,2,0,59.5892
44224,9,1,0,18,4,1,66.84479999999999
41304,5,0,0,7,4,0,27.7608
38860,1,0,0,15,5,0,30.272
29870,5,1,0,19,0,1,100.0
23089,4,1,1,4,4,1,11.617799999999999
51657,10,1,0,18,5,1,53.3314
23218,7,1,0,7,1,1,78.1436
44158,8,1,0,6,2,1,70.8316
26876,3,1,1,12,4,1,27.3752
95344,3,0,0,17,2,0,74.5688
43910,1,0,0,3,5,0,18.282
67729,5,1,0,17,2,1,91.0458
97939,3,0,1,8,0,0,51.5878
33742,9,1,0,6,5,1,32.748400000000004
42290,2,1,1,10,4,1,27.458
27163,3,1,0,20,4,1,68.4326
51601,10,0,0,6,1,0,54.3202
55953,2,0,0,20,3,0,58.1906
86610,2,0,0,19,3,0,62.822
98045,6,1,0,11,0,0,97.0
76533,4,1,0,20,0,0,100.0
99593,7,0,0,0,1,0,56.9186
65737,2,1,1,13,3,0,45.6474
42843,2,0,1,9,3,0,9.0686
32930,4,0,0,11,4,0,33.086
93625,3,1,1,11,3,0,42.225
28379,10,0,0,19,0,0,88.1758
94294,5,1,0,9,3,0,72.3588
47268,8,1,0,14,4,1,57.4536
65724,7,1,0,17,3,1,77.6448
85235,7,1,0,10,5,0,54.047
83714,1,1,0,17,3,0,82.2428
26849,7,1,1,8,2,1,33.3698
33033,6,0,0,19,1,0,75.1066
74110,9,1,0,9,1,0,89.322
54385,7,1,0,1,5,1,35.377
26174,5,1,1,0,5,1,5.0
71084,4,0,0,1,5,0,14.7168
33396,7,0,1,10,0,0,46.6792
41333,1,0,0,10,1,0,59.2666
44175,4,0,0,18,5,0,34.835
54793,7,0,1,12,1,0,38.958600000000004
32572,5,1,0,18,3,1,78.5144
32007,6,0,0,19,2,0,63.901399999999995
68457,9,0,0,7,5,0,22.1914
63449,9,1,0,13,4,1,62.1898
49208,6,1,0,4,4,1,47.8416
62164,2,0,0,18,5,0,34.4328
28617,9,0,1,9,4,0,2.0
52693,2,0,0,9,4,0,35.0386
51302,4,1,0,18,4,1,71.2604
32622,1,1,0,9,5,1,40.0244
99320,7,0,1,20,2,0,44.864000000000004
23669,6,1,0,16,1,1,87.7338
58123,6,1,0,2,0,1,83.6246
41352,1,1,0,16,1,1,95.2704
73354,6,1,0,14,4,0,67.6708
42815,6,1,0,11,2,1,71.063
63855,2,0,0,14,2,0,65.771
81063,1,1,1,0,5,0,7.212599999999998
32147,7,1,0,6,2,1,61.4294
42522,9,1,0,12,4,1,56.504400000000004
67189,10,1,0,15,3,1,70.9378
73638,10,0,0,13,4,0,49.2276
34472,6,1,0,19,0,1,100.0
22732,9,0,1,13,0,0,39.0464
21411,3,0,0,2,5,0,4.2822
23555,10,1,0,18,5,1,52.711
96485,2,1,1,6,5,0,17.297
98761,5,0,0,20,5,0,50.7522
46271,4,1,0,18,4,1,65.2542
97628,2,0,1,16,3,0,28.525599999999997
34810,9,0,0,3,5,0,9.462
50624,8,1,0,6,1,1,75.1248
54858,4,0,0,2,5,0,15.9716
21632,8,0,0,15,4,0,38.8264
98865,7,0,0,16,3,0,67.773
25365,9,0,0,5,1,0,47.573
86517,3,0,0,9,2,0,63.803399999999996
58501,4,1,0,19,3,1,83.2002
93633,2,1,0,18,2,0,97.7266
34602,1,1,0,10,4,1,55.9204
22235,1,0,0,5,1,0,50.947
32779,8,0,0,17,5,0,30.055799999999998
32540,4,1,1,8,1,1,47.508
24576,4,0,0,15,4,0,34.4152
63528,2,1,0,7,1,0,83.2056
88230,2,0,1,16,1,0,48.646
26144,2,1,0,19,5,1,55.7288
74847,9,1,0,12,1,0,88.96940000000001
32112,7,1,0,20,0,1,100.0
41512,1,0,0,4,2,0,39.3024
79907,7,1,0,20,5,0,65.98140000000001
47929,7,0,0,3,5,0,12.0858
63607,1,0,0,7,2,0,52.2214
99395,7,1,0,18,1,0,100.0
30829,9,1,0,11,2,1,77.6658
96539,5,1,0,11,2,0,87.8078
39231,1,1,1,8,2,1,36.846199999999996
34124,8,1,1,7,4,1,16.3248
96913,1,1,1,10,0,0,73.3826
59460,5,1,1,11,3,1,37.391999999999996
87739,2,1,0,5,2,0,72.0478
87058,9,1,0,12,2,0,80.41159999999999
93434,10,0,0,8,1,0,66.6868
82345,9,1,0,2,1,0,83.469
32834,4,1,1,10,2,1,44.5668
48677,10,0,1,15,3,0,19.2354
77841,2,1,0,4,1,0,80.5682
35150,3,1,0,6,4,1,51.03
47599,5,0,0,9,3,0,40.019800000000004
43649,4,1,0,1,3,1,49.2298
29022,10,1,0,6,3,1,49.8044
26810,7,0,0,7,4,0,29.862000000000002
93013,9,1,1,6,1,0,57.602599999999995
40879,2,0,0,16,1,0,77.1758
80298,6,1,0,13,1,0,92.5596
31483,9,1,0,3,5,1,25.796599999999998
92977,9,1,0,16,0,0,96.0
98858,10,1,0,17,0,0,100.0
93437,4,1,0,20,0,0,100.0
53450,4,0,0,10,1,0,64.69
45620,4,1,1,3,4,1,15.624
36727,1,1,0,18,5,1,52.3454
44280,5,0,0,6,5,0,12.856000000000002
23200,10,0,1,7,0,0,36.14
45259,4,0,0,20,1,0,74.0518
87603,8,0,0,8,3,0,52.5206
51341,10,0,1,3,1,0,20.7682
41891,6,1,1,19,0,1,71.87819999999999
39200,5,0,0,15,1,0,69.34
58126,10,1,0,1,3,1,54.1252
94781,10,0,0,4,4,0,32.956199999999995
31175,2,1,1,16,4,1,30.235
33990,7,1,0,1,0,1,81.298
26332,1,1,0,9,0,1,85.7664
81180,8,1,0,3,5,0,37.736000000000004
49133,2,1,0,10,3,1,64.8266
32072,1,0,0,6,3,0,36.4144
90443,6,1,0,7,4,0,60.5886
51034,9,1,1,20,0,1,83.2068
55321,6,0,1,7,0,0,38.5642
34045,3,0,0,6,3,0,33.809
82204,3,1,0,2,1,0,83.4408
88327,1,0,0,1,1,0,60.165400000000005
40038,4,1,0,11,0,1,95.5076
79553,5,0,0,5,1,0,67.4106
40935,6,1,1,10,5,1,18.186999999999998
56512,8,1,0,2,3,1,58.3024
32090,5,1,0,19,0,1,98.0
70446,6,0,0,9,1,0,65.5892
77798,3,1,1,13,3,0,46.0596
36473,3,1,1,12,0,1,67.2946
59863,8,0,0,11,2,0,55.4726
38719,5,0,0,11,4,0,35.2438
54173,3,1,0,19,3,0,82.3346
26894,7,1,0,15,0,1,100.0
72187,1,0,0,16,4,0,50.4374
49113,2,0,1,1,0,0,31.3226
69817,6,0,0,5,0,0,67.46340000000001
61674,5,0,0,0,0,0,62.3348
23003,5,0,1,19,0,0,56.1006
74511,9,0,0,10,4,0,39.9022
66175,9,0,1,8,2,0,24.235
93641,8,1,1,18,4,0,47.7282
54071,3,1,0,5,5,0,42.3142
27579,5,0,1,16,1,0,41.5158
62810,7,1,1,16,2,1,51.562
79391,9,1,1,5,2,0,41.3782
27435,9,0,0,16,0,0,82.487
72960,8,1,0,3,0,0,93.092
49156,3,1,1,15,0,1,77.3312
93752,10,0,1,10,1,0,41.7504
77554,2,0,0,4,5,0,25.5108
68254,10,1,0,10,0,1,100.0
83681,6,1,0,11,1,0,90.2362
25447,10,0,1,2,1,0,23.0894
22638,2,1,0,13,2,1,70.0276
83227,3,1,0,1,1,0,79.1454
84627,6,0,1,18,5,0,11.9254
40144,9,1,0,2,0,1,83.0288
30172,4,0,0,15,0,0,82.5344
80280,2,1,1,14,4,0,32.056
92337,8,1,0,15,1,0,100.0
33838,7,0,1,11,4,0,0.26759999999999984
84269,5,1,0,2,0,0,84.8538
72391,10,1,1,9,0,0,62.9782
97909,8,0,0,16,1,0,80.5818
68548,7,1,0,17,0,1,100.0
32288,1,1,0,14,0,1,92.4576
85487,1,0,0,0,1,0,54.0974
37355,2,0,1,17,1,0,46.971000000000004
25483,6,0,0,3,0,0,62.5966
28934,7,0,0,18,0,0,77.7868
70073,8,1,1,2,0,0,53.0146
56911,10,1,0,2,3,1,52.3822
43523,9,0,0,11,0,0,79.2046
69956,5,0,0,16,5,0,38.9912
35930,7,1,0,3,0,1,83.686
22590,3,1,0,9,4,1,49.018
61437,6,0,0,8,5,0,21.287399999999998
30961,9,0,0,8,5,0,21.1922
26606,6,1,0,19,2,1,78.8212
42364,5,0,0,20,1,0,79.4728
48215,4,1,0,7,0,1,95.143
80679,6,1,1,15,0,0,83.6358
45466,3,0,0,0,3,0,25.0932
47047,10,0,0,7,0,0,72.9094
74436,8,1,1,8,2,0,49.8872
41917,3,1,0,15,1,1,94.8834
28097,1,1,1,7,0,1,60.1194
70684,7,1,1,13,1,0,67.6368
69590,1,0,1,20,2,0,47.918
98409,2,0,0,15,0,0,93.1818
59033,10,1,0,10,5,1,49.8066
54693,5,1,0,14,3,1,67.9386
52128,8,0,0,6,2,0,46.4256
81025,9,0,0,16,3,0,58.205
39139,3,1,1,13,2,1,46.327799999999996
90031,5,0,1,9,4,0,10.5062
76144,5,1,0,20,0,0,98.0
23941,1,0,0,9,1,0,59.2882
74488,6,1,0,6,4,0,56.8976
42570,4,0,0,9,2,0,50.013999999999996
48621,6,1,1,16,1,1,60.724199999999996
88662,10,1,0,15,5,0,60.2324
59749,10,0,0,7,5,0,26.4498
91719,1,0,0,7,5,0,30.8438
71998,2,0,0,14,3,0,50.3996
33015,5,0,0,2,2,0,42.603
34149,7,0,0,2,2,0,37.8298
99895,5,0,0,3,2,0,57.479
80640,7,1,0,18,0,0,100.0
46475,10,1,0,0,2,1,61.295
99364,3,0,0,2,0,0,77.8728
99114,9,0,0,0,5,0,23.8228
54708,5,0,0,1,1,0,54.4416
83979,4,0,0,12,2,0,65.7958
94168,5,0,1,20,3,0,43.833600000000004
44732,9,0,0,12,1,0,63.9464
71586,8,1,0,20,0,0,96.0
60553,4,0,0,14,2,0,61.1106
98214,9,1,0,8,0,0,99.0
44372,7,1,0,18,1,1,90.8744
69335,5,1,0,9,1,1,90.367
46447,9,0,1,15,2,0,28.7894
90807,10,1,0,1,2,0,72.6614
57275,8,1,0,17,4,1,65.955
84037,6,0,1,5,5,0,0.0
63742,10,1,0,5,2,1,70.2484
65196,5,0,0,4,0,0,64.0392
21235,2,1,1,3,0,1,50.747
78395,9,1,0,11,1,0,96.179
24108,6,1,1,12,1,1,53.821600000000004
97929,3,0,0,18,2,0,74.5858
21100,1,0,0,11,1,0,64.72
63866,3,1,1,6,3,0,33.7732
48599,2,0,0,5,2,0,47.2198
89577,8,0,0,7,0,0,74.4154
28193,8,1,0,15,1,1,93.1386
47032,6,0,1,4,2,0,19.406399999999998
43115,2,1,0,10,3,1,67.62299999999999
60504,5,0,1,17,3,0,23.6008
79979,2,0,0,19,1,0,84.4958
87305,10,0,0,11,2,0,66.961
42820,6,1,0,15,1,1,95.064
75644,5,0,0,3,3,0,35.6288
40212,1,0,1,17,5,0,5.542400000000001
93184,5,0,1,15,2,0,37.1368
61220,4,1,1,4,0,1,62.244
77617,6,0,1,12,4,0,17.523400000000002
33610,3,1,1,16,2,1,54.722
56082,5,0,1,9,4,0,2.7164
46930,2,0,0,10,3,0,49.385999999999996
91031,6,1,0,5,3,0,62.706199999999995
33026,9,0,1,0,5,0,0.0
73585,4,0,0,11,5,0,27.217
92071,6,0,0,19,5,0,42.9142
76038,6,1,0,6,5,0,39.2076
77699,4,1,0,20,5,0,64.5398
86999,5,1,0,9,1,0,85.8998
20521,8,1,0,14,5,1,47.1042
81456,5,0,0,13,5,0,35.7912
33143,9,0,0,12,1,0,62.628600000000006
42940,6,0,0,13,1,0,63.087999999999994
63583,8,1,1,16,3,1,47.7166
27310,8,0,0,10,0,0,72.462
70042,7,1,0,12,4,0,67.0084
66808,1,1,0,13,0,0,95.0
75163,9,1,0,11,5,0,49.5326
37818,7,1,1,8,0,1,64.56360000000001
54037,2,0,0,0,5,0,9.8074
45623,10,1,0,16,1,1,93.1246
96423,7,0,0,0,0,0,72.2846
40366,1,1,0,12,5,1,44.0732
89620,9,0,0,18,5,0,49.924
39017,8,0,0,16,4,0,45.803399999999996
48886,9,0,1,19,1,0,44.2772
74174,6,0,0,16,0,0,90.8348
67453,8,1,0,3,4,1,42.9906
88147,7,1,0,4,1,0,84.6294
37192,5,0,0,4,5,0,16.4384
49470,3,0,1,13,2,0,25.394
83896,8,0,0,6,0,0,79.7792
80409,5,0,0,7,2,0,53.5818
84082,7,0,0,10,4,0,39.8164
84468,7,1,0,2,4,0,46.8936
62007,7,1,0,3,3,1,54.9014
98137,2,1,0,15,0,0,100.0
53008,9,0,1,5,4,0,0.0
45588,5,0,0,10,0,0,72.1176
46435,5,1,0,15,2,1,85.787
74502,9,1,0,14,2,0,90.9004
58767,7,1,0,8,4,1,50.7534
35060,9,1,0,19,4,1,70.512
43185,2,0,0,10,4,0,36.637
84173,8,1,0,11,0,0,98.0
28535,6,0,0,9,5,0,20.207
68944,1,1,0,13,4,0,67.28880000000001
76207,4,1,0,9,3,0,70.7414
30251,4,1,0,5,2,1,61.550200000000004
87978,4,1,0,0,3,0,57.595600000000005
80126,3,1,1,12,2,0,55.0252
40578,1,1,1,20,0,1,76.1156
99545,4,0,1,14,5,0,12.908999999999999
79525,5,1,0,1,5,0,42.405
93227,5,0,1,3,5,0,0.0
88127,3,0,0,6,5,0,25.6254
24610,10,0,0,16,1,0,70.922
34857,8,0,0,1,1,0,44.4714
21410,7,1,1,9,3,1,27.782
32641,9,1,1,16,4,1,32.5282
81211,9,1,0,16,5,0,62.2422
66598,8,1,0,3,2,1,71.8196
31351,8,1,1,2,5,1,4.0
27098,7,0,0,20,5,0,39.4196
66445,2,0,0,4,3,0,44.289
87730,7,1,1,17,5,0,37.046
94881,9,1,0,0,0,0,86.9762
44547,7,1,0,20,1,1,93.9094
61530,3,1,0,3,2,0,63.806
25155,8,1,0,3,1,1,67.531
64211,3,1,0,15,3,0,70.3422
52598,10,1,0,0,4,1,39.5196
94348,3,1,0,9,2,0,80.36959999999999
88355,7,1,1,2,1,0,54.671
78804,7,1,1,4,0,0,66.7608
45711,6,1,0,12,0,1,96.1422
49711,2,1,0,16,5,1,51.9422
59868,9,1,0,2,1,1,69.9736
24179,9,1,0,9,0,1,83.3358
42986,5,0,1,1,1,0,21.0972
52968,3,0,1,7,1,0,27.093600000000002
46811,5,0,0,2,2,0,47.3622
77649,2,1,1,5,0,0,65.0298
81479,10,1,0,20,4,0,73.2958
32916,1,0,1,4,3,0,1.5831999999999997
91038,3,0,0,2,3,0,41.2076
22593,8,1,0,2,1,1,64.5186
55895,1,1,1,2,4,0,15.179
61810,2,1,1,5,3,0,25.862000000000002
56221,6,1,0,13,2,1,83.7442
76818,9,1,0,6,3,0,67.3636
68763,8,1,0,14,0,1,97.0
28629,10,0,0,15,3,0,50.2258
20136,8,0,0,4,1,0,55.0272
77482,10,1,0,8,2,0,77.4964
43991,8,1,0,0,5,1,23.7982
48759,10,1,0,13,2,1,80.2518
64628,10,1,0,17,3,1,81.4256
59849,10,1,0,19,5,1,58.4698
43385,1,0,0,5,3,0,39.177
72777,9,1,0,20,5,0,62.555400000000006
81661,6,1,1,17,2,0,60.8322
62949,8,1,0,6,0,1,95.5898
38784,5,1,0,6,0,1,89.7568
34630,4,0,0,5,2,0,46.426
68580,1,1,0,4,1,0,80.716
71542,5,0,0,0,4,0,23.3084
61313,6,1,0,3,2,1,70.7626
39751,7,1,0,4,5,1,32.9502
84397,8,1,0,6,4,0,52.879400000000004
85839,1,1,0,1,0,0,85.6678
53432,6,1,0,3,5,1,37.1864
97009,4,1,1,19,1,0,82.90180000000001
49339,10,0,0,16,1,0,71.8678
89072,8,1,0,17,5,0,64.3144
88420,10,0,0,16,0,0,93.684
47576,9,1,0,12,2,1,74.5152
38618,4,1,0,15,5,1,54.2236
50884,8,1,0,20,2,1,87.1768
34943,10,0,1,16,2,0,34.9886
72936,1,0,0,9,1,0,72.0872
65989,1,1,1,4,5,0,6.197800000000001
73520,7,0,0,1,3,0,37.204
77719,8,1,1,14,5,0,24.543799999999997
98873,8,0,0,19,0,0,98.27459999999999
95527,8,1,1,16,4,0,47.1054
49841,4,0,0,6,5,0,20.9682
56782,1,1,0,8,1,0,84.35640000000001
35381,1,0,0,4,2,0,46.0762
81896,8,0,1,11,0,0,55.8792
90326,5,0,1,12,0,0,54.065200000000004
38511,10,1,0,12,1,1,85.7022
81938,3,1,1,12,1,0,68.38759999999999
92185,6,1,0,12,5,0,59.437
62310,1,0,1,4,4,0,5.0
59198,4,1,0,0,4,1,45.839600000000004
97175,9,1,1,18,1,0,75.435
61027,1,1,0,8,4,0,49.2054
60692,9,1,0,11,5,1,52.638400000000004
83933,6,1,0,9,2,0,78.28659999999999
70030,5,1,0,1,3,0,57.506
95218,10,1,1,4,1,0,52.0436
38531,7,1,1,2,2,1,28.7062
51056,1,0,0,15,0,0,79.7112
80321,6,0,1,13,4,0,17.5642
77264,10,0,0,10,0,0,79.4528
66969,4,1,0,3,3,1,60.8938
29223,3,0,1,10,0,0,35.8446
23315,7,0,0,11,4,0,31.163
94498,4,0,0,8,2,0,60.8996
66651,7,1,0,6,1,1,79.3302
32571,5,1,0,2,1,1,73.5142
94948,10,1,0,14,3,0,83.9896
98603,4,0,0,7,4,0,36.220600000000005
61527,7,1,0,15,0,1,100.0
77062,10,1,0,0,3,0,53.4124
73897,2,0,0,16,3,0,57.7794
25378,9,0,0,14,1,0,61.075599999999994
69251,10,0,0,2,2,0,46.8502
37345,9,1,1,4,4,1,17.469
50745,1,0,0,1,2,0,38.649
29793,9,1,0,10,3,1,55.9586
93352,4,0,0,4,5,0,25.6704
26996,5,1,1,10,2,1,44.3992
92302,2,1,0,0,4,0,46.4604
91252,7,1,0,14,0,0,100.0
44477,8,0,0,8,4,0,32.8954
60115,9,1,0,10,3,1,68.023
40077,4,0,0,11,3,0,39.5154
96600,5,1,1,3,2,0,38.82
32764,3,0,0,1,3,0,29.0528
69148,7,1,0,11,0,1,100.0
22728,9,1,0,14,3,1,65.54560000000001
83530,9,0,1,18,5,0,11.706
96498,2,1,1,8,1,0,63.2996
39918,10,0,0,10,1,0,58.9836
94255,7,0,0,0,1,0,60.851
75389,5,1,0,9,1,0,87.5778
49868,3,0,0,2,5,0,16.973599999999998
26446,3,1,1,4,1,1,43.2892
78984,4,0,0,7,0,0,80.2968
90417,4,0,0,11,1,0,72.5834
84326,9,0,0,9,3,0,48.3652
45701,3,1,0,20,1,1,99.1402
74636,6,1,1,13,4,0,29.4272
63733,9,0,0,1,5,0,14.2466
92897,10,1,0,17,0,0,100.0
81488,6,0,0,10,2,0,59.2976
91237,6,1,0,17,5,0,58.7474
83030,8,1,0,9,4,0,63.106
35002,6,0,0,8,3,0,40.0004
32144,10,1,0,3,3,1,46.9288
24657,1,1,0,13,1,1,85.4314
71234,7,1,0,10,5,0,49.2468
50794,7,0,1,15,3,0,23.6588
67261,10,1,0,5,5,1,38.9522
56114,5,0,0,17,0,0,87.7228
43724,3,1,1,8,4,1,19.744799999999998
34118,9,1,0,9,3,1,57.3236
91914,9,0,1,6,5,0,0.0
90450,1,1,0,6,0,0,100.0
67286,2,0,0,6,2,0,53.4572
34900,2,1,0,5,3,1,57.480000000000004
57949,8,0,0,9,3,0,49.0898
45091,8,0,0,7,4,0,25.5182
83253,7,0,1,17,1,0,49.1506
65382,9,1,0,6,0,1,90.0764
61168,8,1,0,16,3,1,75.2336
78587,5,0,1,6,4,0,6.7174
39855,10,1,0,15,2,1,81.471
64767,8,1,0,12,0,1,100.0
51839,5,1,0,10,0,1,91.3678
86327,1,1,0,10,2,0,78.2654
96680,3,1,0,11,1,0,98.836
76621,4,1,0,0,0,0,86.3242
31420,8,0,1,8,4,0,0.0
59883,5,1,0,7,3,1,62.4766
43490,1,0,0,12,4,0,32.698
56187,7,0,1,9,0,0,44.7374
82132,4,0,1,13,4,0,14.926400000000001
20944,10,0,0,8,0,0,71.1888
84408,9,0,0,19,0,0,97.38159999999999
34585,10,1,1,20,0,1,81.917
59202,6,0,0,18,2,0,64.8404
56670,10,1,0,17,1,1,99.834
83745,4,1,0,14,1,0,100.0
71648,7,0,0,17,2,0,67.8296
88217,9,0,1,17,2,0,46.1434
38339,8,0,0,20,0,0,91.6678
99186,1,1,0,9,5,0,54.337199999999996
56106,5,1,0,7,0,1,96.7212
20898,7,0,0,11,5,0,16.6796
99981,10,0,0,16,3,0,61.9962
47656,1,0,0,15,5,0,33.0312
51347,3,1,0,5,1,0,79.7694
49095,7,1,0,8,1,1,78.819
70572,1,1,0,8,3,0,64.1144
66745,4,1,0,5,3,1,65.849
67979,5,0,0,11,1,0,74.0958
81372,4,1,0,3,1,0,85.7744
65445,10,1,0,4,3,1,54.089
69787,1,0,1,5,3,0,10.4574
21451,6,0,0,20,5,0,32.2902
35001,7,1,0,2,4,1,44.0002
31667,4,1,0,13,2,1,70.8334
40498,6,1,0,13,0,1,92.5996
74098,3,0,0,6,4,0,32.8196
46692,6,1,0,17,5,1,58.8384
61837,10,1,0,17,4,1,64.8674
40396,6,0,1,8,3,0,10.0792
43060,10,1,1,14,2,1,50.612
68000,6,0,0,16,4,0,52.6
63663,7,0,0,13,3,0,53.2326
75498,6,1,0,6,0,0,89.0996
30259,3,0,0,7,1,0,61.5518
87611,8,1,0,20,5,0,66.5222
43403,2,1,0,16,1,1,92.6806
57817,6,1,0,18,4,1,71.5634
50286,10,1,0,17,5,1,52.5572
67450,3,1,0,6,0,0,96.49
45204,6,0,0,5,0,0,66.5408
28279,8,0,0,12,3,0,38.6558
76695,9,0,0,15,0,0,87.839
82367,6,1,0,0,4,0,41.4734
30070,1,0,0,5,1,0,49.514
38334,4,1,0,3,1,1,68.1668
74725,10,0,0,6,1,0,66.945
66542,5,0,0,4,1,0,60.3084
50235,3,1,0,3,2,0,63.547
61868,4,1,0,10,5,1,42.373599999999996
54953,6,0,1,15,4,0,15.4906
84715,9,0,0,3,5,0,21.443
99364,2,0,0,13,4,0,48.3728
44405,4,0,1,6,2,0,17.881
55221,7,0,0,6,5,0,21.0442
93745,4,0,0,10,3,0,49.748999999999995
94392,8,0,0,6,5,0,30.8784
33132,6,1,0,10,1,1,83.6264
93293,8,1,0,20,3,0,83.6586
43874,4,1,1,9,0,1,67.2748
96451,4,0,1,16,4,0,19.2902
98604,6,0,1,17,3,0,37.2208
94577,7,0,0,18,5,0,41.915400000000005
94469,5,1,0,12,0,0,97.0
50734,2,0,0,4,2,0,42.1468
67485,6,0,1,10,4,0,9.497
48540,8,0,0,6,1,0,55.708
82064,1,0,1,13,3,0,28.9128
76722,9,1,0,6,0,0,90.34440000000001
70490,3,0,0,12,2,0,58.098
59937,10,1,1,6,4,1,21.9874
67665,5,0,0,0,2,0,43.533
77533,8,0,0,6,5,0,19.5066
38861,8,1,1,1,4,1,14.2722
91538,10,1,1,19,3,0,60.8076
44779,6,1,0,8,1,1,78.9558
33084,5,1,0,5,5,1,30.116799999999998
42127,6,1,0,13,1,1,92.9254
20641,10,0,0,8,0,0,71.12819999999999
95267,10,0,0,3,2,0,49.553399999999996
58248,1,1,0,17,2,0,82.14959999999999
30380,4,1,1,20,2,1,53.076
98827,7,0,1,8,0,0,48.7654
42512,7,1,1,4,2,1,33.5024
48732,10,0,0,10,1,0,68.7464
72145,1,1,0,8,0,0,99.429
30965,8,1,0,4,2,1,67.193
51102,10,1,0,20,1,1,100.0
76689,9,0,0,18,0,0,95.3378
91948,2,0,0,9,3,0,52.8896
36112,5,0,0,19,3,0,50.7224
41154,1,1,0,19,3,1,81.7308
52353,6,0,0,19,0,0,84.9706
81496,6,0,0,3,3,0,35.7992
37730,6,0,0,15,4,0,42.046
20223,9,1,0,9,5,1,35.5446
81303,8,1,1,5,2,0,41.7606
81235,2,1,0,1,5,0,33.747
62379,4,0,0,0,0,0,60.4758
44426,6,1,1,8,3,1,29.885199999999998
28801,4,0,0,3,2,0,36.2602
97967,7,0,0,17,5,0,44.0934
40694,3,1,1,6,0,1,57.1388
59666,4,0,0,6,5,0,25.9332
60787,10,0,0,2,2,0,46.1574
64907,4,1,1,15,0,1,73.48140000000001
72551,5,1,0,10,0,0,98.5102
62574,3,0,0,6,1,0,61.5148
48355,5,1,0,19,3,1,82.17099999999999
94465,4,1,1,11,3,0,47.393
61324,9,0,0,11,1,0,64.7648
99616,8,0,1,9,0,0,54.4232
57804,2,0,0,20,0,0,91.5608
56816,1,0,0,8,3,0,46.3632
46787,1,1,0,0,0,1,80.3574
45798,3,1,0,6,5,1,37.1596
94858,2,1,0,0,5,0,38.971599999999995
36432,7,1,0,13,2,1,73.7864
80877,3,0,0,12,2,0,69.1754
61063,5,0,1,15,3,0,27.712600000000002
83053,10,1,1,9,3,0,42.110600000000005
44368,7,1,0,0,0,1,76.8736
47017,4,0,1,19,4,0,20.903399999999998
37673,2,1,0,5,5,1,36.0346
83432,2,1,0,9,4,0,59.1864
32323,9,1,0,9,5,1,41.9646
66489,7,0,1,1,1,0,27.797800000000002
57114,10,1,0,12,0,1,100.0
87559,3,0,1,18,2,0,45.5118
29388,5,0,0,18,3,0,53.8776
29166,6,0,0,5,5,0,13.3332
79217,9,0,0,1,3,0,41.3434
21957,4,0,0,9,5,0,19.8914
29331,2,0,0,4,3,0,29.8662
23213,3,0,0,20,4,0,44.6426
32761,3,0,0,14,1,0,64.5522
45821,1,0,0,11,5,0,28.6642
39673,4,0,0,2,0,0,56.9346
51600,10,1,1,7,4,1,25.82
79995,10,0,1,17,3,0,32.499
77358,9,0,0,12,0,0,88.4716
92267,5,0,0,18,3,0,66.4534
63127,2,1,0,8,4,0,55.6254
64408,8,1,0,0,3,1,49.8816
23043,7,0,0,17,5,0,29.1086
94190,10,0,1,4,0,0,41.838
97354,9,0,0,6,0,0,73.4708
87858,5,0,0,18,0,0,93.5716
31032,10,0,0,20,3,0,60.2064
73767,4,0,0,20,2,0,69.7534
79581,5,1,0,9,2,0,77.4162
42388,8,0,0,18,4,0,50.4776
20782,3,1,0,3,3,1,44.6564
69514,10,0,1,5,2,0,16.4028
88108,9,1,0,20,5,0,68.6216
50493,3,0,0,6,3,0,34.0986
61960,8,1,0,1,1,1,75.892
73860,3,0,1,10,4,0,8.772
36013,6,0,0,17,1,0,75.7026
65865,2,1,0,10,3,0,71.173
29603,2,1,0,8,5,1,38.9206
73810,9,1,1,3,1,0,46.262
27693,2,0,0,19,5,0,30.038600000000002
64359,9,1,0,3,4,1,47.3718
88898,2,0,0,3,2,0,53.2796
25982,3,0,0,7,2,0,50.6964
97600,7,0,0,3,2,0,49.019999999999996
90497,2,0,0,10,3,0,51.0994
30692,7,1,1,12,0,1,61.138400000000004
79374,2,1,0,14,4,0,71.8748
92712,9,1,1,16,5,0,34.5424
31748,9,0,0,17,1,0,70.8496
85358,8,0,0,2,0,0,75.0716
53490,8,0,0,20,4,0,45.698
44216,9,0,0,6,0,0,63.843199999999996
59068,9,0,0,20,0,0,90.8136
